REGISTRE;F1;P1;P1A;P1B;P2;P2A;P2B;P3;P4_1;P4_2;P4_3;P4_4;P4_5;P4_6;P4_7;P4_8;P4_9;P4_10;P4_11;P4_12;P4_95;P4_98;P4_99;P5A;P5B;P5C;P5D;P5E;P5F;P5G;P5H;P5I;P5J;P5K;P5L;P5M;P5N;P5O;P5P;P5Q;P5R;P6;P7;P8;ID0;ID1;ID2;ID3;ID4_1;ID4_2;ID5;ID5_1;ID6;ID7;USU;RFD_GB;POND
1213;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;3;1;9;60;34;1;21;1;2; ;5;3;3;76,6;1,37
1214;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;1;2;2;2;2;9;60;34;2;26;2;1; ;2;2;3;76,6;1,37
1216;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;9;60;34;2;47;4;1; ;1;2;4;76,6;1,37
1217;1;1;1; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;9;60;34;1;37;3;1; ;1;4;1;76,6;1,37
1218;1;1;98; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;2;9;60;34;2;26;2;3;380;1;5;3;76,6;1,37
1219;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;1;2;1;1;2;2;1;2;2;9;60;34;2;24;1;1; ;1;5;3;76,6;1,37
1220;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;3;3;2;9;60;34;2;32;2;2; ;1;3;4;76,6;1,37
1221;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;1;3;1;9;60;34;2;41;3;1; ;2;2;4;76,6;1,37
1222;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;1;1;1;1;2;1;2;1;1;2;2;3;1;2;9;60;34;1;45;4;1; ;1;5;1;76,6;1,37
1223;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;2;2;3;2;9;60;34;2;44;3;1; ;1;5;2;76,6;1,37
1224;1;1;2; ;2; ; ;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;2;2;1;2;2;3;9;60;34;2;50;4;1; ;1;5;3;76,6;1,37
1225;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;2;1;2;1;2;2;1;2;2;2;2;2;1;2;9;60;34;2;39;3;1; ;2;4;3;76,6;1,37
1226;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;2;2;2;2;2;1;2;1;2;1;1;3;1;9;60;34;1;47;4;1; ;2;4;4;76,6;1,37
1227;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;3; ;9;60;34;2;45;4;1; ;1;4;3;76,6;1,37
1228;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;9;60;34;2;41;3;2; ;1;3;3;76,6;1,37
1229;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;2;3;3; ;9;60;34;1;54;4;1; ;2;3;4;76,6;1,37
1230;1;1;1; ;1;1; ;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;9;60;34;1;40;3;1; ;1;4;2;76,6;1,37
1231;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;1;62;5;1; ;3;2;6;76,6;1,37
1232;1;2; ;2;2; ; ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;1;9;60;34;1;30;2;3;12;1;2;4;76,6;1,37
1233;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;2;1;2;3;2;9;60;34;2;39;3;1; ;1;3;3;76,6;1,37
1234;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;9;60;34;1;68;6;1; ;3;4;4;76,6;1,37
1236;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;60;34;2;57;5;1; ;1;3;6;76,6;1,37
1237;1;1;2; ;1;1; ;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;3;2;7;36;28;2;44;3;3;862;1;4;2;87,4;,85
1238;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;1;1;2;1;2;2;2;2;1;2;1;3;1;2;7;36;28;1;45;4;1; ;1;3;2;87,4;,85
1239;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;3;2;7;36;28;2;18;1;1; ;5;3;3;87,4;,85
1240;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;1;2;1;2;2;1;2;2;2;1;2;2;1;1;3; ;7;36;28;2;71;6;1; ;3;3;3;87,4;,85
1241;1;1;1; ;1;1; ;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;2;1;2;1;3;2;7;36;28;1;50;4;2; ;1;5;2;87,4;,85
1242;1;1;2; ;1;1; ;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;4; ; ;7;36;28;2;65;6;1; ;3;2;4;87,4;,85
1243;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;2;1;2;2;2;1;2;2;1;2;2;1;7;36;28;2;51;4;1; ;1;5;2;87,4;,85
1244;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;7;43;28;2;29;2;1; ;1;5;3;87,4;,85
1245;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;7;36;28;2;35;3;1; ;1;5;2;87,4;,85
1246;1;1;1; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;1;2;1;2;2;2;1;2;1;1;2;1;2;7;36;28;2;54;4;1; ;1;5;1;87,4;,85
1247;1;1;1; ;2; ; ;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;7;36;28;2;72;6;1; ;3;3;4;87,4;,85
1248;1;1;1; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;36;28;1;61;5;1; ;1;2;6;87,4;,85
1249;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;2;2;2;2;2;1;2;1;2;1;2;1;2;7;43;28;2;17;1;1; ;5;2;3;87,4;,85
1250;1;2; ;7;1;2;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;43;28;1;45;4;1; ;2;2;6;87,4;,85
1251;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;1;2;1;2;2;2;1;1;2;2;2;1; ;7;43;28;1;38;3;1; ;1;5;3;87,4;,85
1252;1;1;1; ;1;1; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;2;2;2;1;2;1;2;1;1;3;2;2;7;43;28;2;40;3;3;380;1;3;4;87,4;,85
1253;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;2;1;3;2;7;43;28;2;19;1;1; ;1;3;1;87,4;,85
1254;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;3;2;7;43;28;1;17;1;1; ;5;2;3;87,4;,85
1255;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;7;43;28;2;29;2;1; ;1;2;2;87,4;,85
1256;1;1;2; ;2; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;1;3; ;7;43;28;1;55;5;1; ;3;5;4;87,4;,85
1257;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;7;43;28;1;20;1;1; ;5;3;2;87,4;,85
1258;1;1;1; ;1;1; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3; ;7;43;28;1;39;3;1; ;1;5;4;87,4;,85
1260;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;98;1;3;1;7;43;28;1;54;4;1; ;1;3;1;87,4;,85
1262;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;1;2;2;2;2;7;43;28;2;39;3;1; ;1;5;3;87,4;,85
1263;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;2;2;1;1;2;1;2;2;2;1;2;3;1;7;43;28;1;25;2;1; ;1;5;3;87,4;,85
1264;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;98;2;1;2;2;1;2;2;1;1;1;3;2;7;43;28;2;29;2;1; ;1;5;3;87,4;,85
1265;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;1;2;2;2;3;2;7;43;28;2;22;1;1; ;1;5;2;87,4;,85
1266;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;1;2;2;2;3;2;7;43;28;2;59;5;1; ;2;2;2;87,4;,85
1267;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;1;7;43;28;2;38;3;1; ;1;5;1;87,4;,85
1269;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;1;2;1;2;2;2;2;2;3;2;2;1;1;1;1;25;2;3;380;5;5;3;65,9;1,23
1271;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;3;3;1;1;1;1;1;39;3;3;380;1;3;3;65,9;1,23
1272;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;46;4;3;380;2;5;3;65,9;1,23
1273;1;2; ;3;2; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;3;1;1;1;1;1;34;2;1; ;2;2;4;65,9;1,23
1275;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;2;2;1;2;2;1;1;2;2;2;3;3;2;1;1;1;1;19;1;1; ;5;3;3;65,9;1,23
1276;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;1;2;1;1;2;1;2;2;1;1;1;1;2;35;3;2; ;1;5;3;65,9;1,23
1277;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;2;1;1;1;1;21;1;3;356;1;3;4;65,9;1,23
1279;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;1;2;2;1;2;2;2;3;3;1;1;1;1;36;3;1; ;1;5;3;65,9;1,23
1283;1;1;1; ;1;1; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;1;2;2;1;2;1;1;2;2;2;1;2;2;2;1; ;1;1;1;1;33;2;1; ;2;5;4;65,9;1,23
1286;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;1;1;2;1;1;2;2;1;2;2;2;1;3;2;1;1;1;2;51;4;1; ;1;4;3;65,9;1,23
1289;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;99;99;1;1;1;1;1;45;4;1; ;1;5;4;65,9;1,23
1291;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;1;1;1;2;24;1;1; ;1;4;3;65,9;1,23
1294;1;1;1; ;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;1;1;1;1;36;3;2; ;1;3;5;65,9;1,23
1296;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;2;2;2;1;2;1;2;2;2;3;2;1;1;1;1;40;3;1; ;2;5;3;65,9;1,23
1298;1;1;2; ;2; ; ;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;3;2;2;1;1;1;2;18;1;1; ;5;3;3;65,9;1,23
1301;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;1;2;1;2;2;1;2;2;2;2;2;3;2;1;1;1;2;23;1;1; ;5;5;3;65,9;1,23
1302;1;1;98; ;1;2;98;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;2;2;2;1;1;1;2;24;1;3;152;5;5;2;65,9;1,23
1304;1;1;1; ;1;1; ;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;1;3; ;1;1;1;1;24;1;1; ;1;3;3;65,9;1,23
1309;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;2;2;2;1;1;1;1;30;2;1; ;1;5;2;65,9;1,23
1310;1;2; ;2;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;58;5;1; ;2;2;6;65,9;1,23
1311;1;1;1; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;1;2;2;1;2;1;2;1;2;1;3;1;1;1;1;28;2;1; ;1;5;2;65,9;1,23
1316;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;1;2;1;2;2;2;1;2;2;2;3;3; ;1;1;1;2;45;4;2; ;1;5;3;65,9;1,23
1317;1;1;1; ;1;2;98;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;18;1;3;504;5;3;3;65,9;1,23
1318;1;1;1; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;98;1;1;2;1;2;1;2;1;2;2;2;1;3;2;1;1;1;2;40;3;1; ;1;5;1;65,9;1,23
1319;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;2;2;3;2;1;1;1;1;62;5;1; ;3;5;3;65,9;1,23
1320;1;2; ;3;1;2;98;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;32;2;2; ;4;2;4;65,9;1,23
1323;1;2; ;95;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;1;2;2;1;2;2;1;2;1;2;1;2;3; ;1;1;1;1;46;4;1; ;2;5;3;65,9;1,23
1326;1;1;2; ;1;2;98;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;3;1;2;1;1;1;1;25;2;3;360;1;5;3;65,9;1,23
1327;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;2;1;1;2;2;1;2;2;1;1;1;1;2;28;2;1; ;1;5;3;65,9;1,23
1329;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;2;2;1;2;3;2;1;1;1;2;34;2;3;620;1;5;3;65,9;1,23
1331;1;1;1; ;1;2;98;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;1;2;31;2;3;50;4;5;4;65,9;1,23
1334;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;27;2;3;380;1;5;3;65,9;1,23
1336;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;1;1;1;2;2;2;3;1;1;1;1;1;34;2;3;32;2;5;3;65,9;1,23
1337;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;1;1;1;2;44;3;2; ;4;4;4;65,9;1,23
1338;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;20;1;1; ;5;3;3;65,9;1,23
1339;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;1;1;2;1;2;1;2;2;2;1;1;1;2;31;2;3;56;1;5;2;65,9;1,23
1342;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;41;3;3;372;1;5;3;65,9;1,23
1343;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;1;2;2;1;2;2;2;1;1;2;2;2;2; ;1;1;1;1;55;5;1; ;2;5;3;65,9;1,23
1345;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;32;2;3;50;2;4;4;65,9;1,23
1346;1;2; ;99;1;2;98;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;1;2;1;1;1;2;2;2;1;2;1;1;1;2;1;3;3;1;1;1;1;1;43;3;3;504;2;4;3;65,9;1,23
1349;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;98;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;98;3;2; ;1;1;1;1;47;4;1; ;1;5;3;65,9;1,23
1350;1;1;1; ;1;2;98;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;3;2;1;1;1;2;20;1;2; ;5;3;2;65,9;1,23
1353;1;1;1; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;1;3;2;1;1;1;2;25;2;1; ;1;5;1;65,9;1,23
1354;1;2; ;2;2; ; ;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;98;1;1;1;2;41;3;3;68;1;4;5;65,9;1,23
1355;1;1;1; ;1;2;98;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;1;2;3;3;1;1;1;1;1;18;1;3;608;5;2;2;65,9;1,23
1356;1;2; ;8;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;2;2;1;2;1;2;2;1;2;2;1;1;2;2;2;3;2;2;1;1;1;2;24;1;3;380;5;5;2;65,9;1,23
1359;1;1;2; ;1;1; ;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;2;1;1;3;3;2;2;10;10;1;33;2;1; ;1;5;2;97,8;,94
1360;1;2; ;98;2; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;1;3; ;2;10;10;2;60;5;3;600;1;3;4;97,8;,94
1362;1;1;1; ;2; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3; ;2;10;10;1;55;5;3;604;2;2;4;97,8;,94
1363;1;1;2; ;2; ; ;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2; ;2;10;10;1;49;4;3;170;1;3;4;97,8;,94
1364;1;1;1; ;1;1; ;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;10;10;1;20;1;1; ;2;4;2;97,8;,94
1365;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10;10;1;72;6;1; ;3;2;6;97,8;,94
1366;1;1;2; ;2; ; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;3;1;2;10;10;1;27;2;3;218;5;2;3;97,8;,94
1368;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;2;2;2;1;2;2;2;1;1;2;1;1;2; ;2;10;10;2;59;5;1; ;3;3;4;97,8;,94
1369;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;1;1;2;2;1;2;2;2;2;2;1;2;2;10;10;1;22;1;1; ;1;4;2;97,8;,94
1370;1;1;1; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;3;3;2;10;10;2;74;6;1; ;3;3;4;97,8;,94
1371;1;2; ;6;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10;10;2;72;6;1; ;3;2;6;97,8;,94
1372;1;1;1; ;1;2;98;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3; ;2;10;10;1;23;1;3;586;1;2;4;97,8;,94
1373;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;10;10;2;25;2;1; ;5;4;3;97,8;,94
1374;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;1;2;1;2;3;2;2;10;10;2;25;2;1; ;1;5;3;97,8;,94
1375;1;1;98; ;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;2;2;1;2;1;1;2;1;2;2;1;3;2;2;10;10;2;38;3;1; ;1;5;4;97,8;,94
1376;1;1;2; ;1;1; ;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;2;2;10;10;1;18;1;1; ;5;3;2;97,8;,94
1377;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;1;2;2;2;2;1;2;2;1;1;3;2;10;10;1;38;3;3;170;1;5;3;97,8;,94
