REGISTRE;F1;P1;P1A;P1B;P2;P2A;P2B;P3;P4_1;P4_2;P4_3;P4_4;P4_5;P4_6;P4_7;P4_8;P4_9;P4_10;P4_11;P4_12;P4_95;P4_98;P4_99;P5A;P5B;P5C;P5D;P5E;P5F;P5G;P5H;P5I;P5J;P5K;P5L;P5M;P5N;P5O;P5P;P5Q;P5R;P6;P7;P8;ID0;ID1;ID2;ID3;ID4_1;ID4_2;ID5;ID5_1;ID6;ID7;USU;RFD_GB;POND
5109;1;1;2; ;1;1; ;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;2;3;3;2;5;24;19;2;48;4;1; ;1;5;2;200;1,04
5112;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;2; ;4;21;17;2;61;5;3;250;3;5;4;251,7;,27
5113;1;1;1; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;1;2;2;2;3;2;4;21;17;1;71;6;1; ;3;5;2;251,7;,27
5114;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;4;21;17;2;73;6;1; ;3;5;4;251,7;,27
5115;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;3;3;1;4;21;17;2;43;3;1; ;1;5;3;251,7;,27
5116;1;1;2; ;1;1; ;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;3;1;2;4;21;17;2;31;2;2; ;2;4;2;251,7;,27
5118;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;1;2;1;1;2;1;2;1;2;4;21;17;1;53;4;1; ;3;5;3;251,7;,27
5119;1;2; ;4;1;1; ;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;2;4;21;17;1;43;3;3;250;1;5;2;251,7;,27
5120;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;1;2;2;2;3;2;4;21;17;2;62;5;1; ;3;5;2;251,7;,27
5121;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;3;2;2;4;21;17;1;28;2;1; ;1;5;2;251,7;,27
5122;1;1;2; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;21;17;2;73;6;1; ;3;3;6;251,7;,27
5123;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;4;21;17;2;40;3;1; ;1;5;3;251,7;,27
5124;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;4;21;17;2;25;2;3;380;1;4;4;251,7;,27
5125;1;1;2; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;3;1;2;4;21;17;1;28;2;3;276;2;5;2;251,7;,27
5126;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2;2;2;3;2;4;21;17;2;25;2;1; ;1;5;3;251,7;,27
5127;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;3;1;1;4;21;17;1;40;3;3;792;1;5;3;251,7;,27
5128;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;1;1;1;2;1;2;3;2;4;21;17;2;34;2;1; ;2;5;2;251,7;,27
5129;1;2; ;7;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;21;17;1;62;5;1; ;1;5;6;251,7;,27
5130;1;1;1; ;1;1; ;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;1;4;21;17;2;40;3;1; ;1;5;2;251,7;,27
5131;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;4;21;17;1;38;3;1; ;1;5;4;251,7;,27
5132;1;2; ;5;2; ; ;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;4;21;17;1;51;4;1; ;1;4;5;251,7;,27
5133;1;2; ;4;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;1;2;2;2;1;2;4;21;17;1;30;2;1; ;1;2;3;251,7;,27
5141;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;9;61;35;1;69;6;1; ;3;5;5;77,3;1,57
5142;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;9;63;35;2;73;6;1; ;3;5;4;77,3;1,57
5145;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;9;61;35;1;60;5;1; ;3;5;3;77,3;1,57
5146;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;9;61;35;2;57;5;1; ;3;3;4;77,3;1,57
5147;1;2; ;5;1;2;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;2;2;1;1;2;9;63;35;1;54;4;1; ;1;5;4;77,3;1,57
5152;1;1;2; ;1;1; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;3;3; ;9;61;35;1;53;4;1; ;2;2;4;77,3;1,57
5162;1;1;2; ;2; ; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;1;1;2;1;2;2;2;1;1;2;1;2;2; ;9;61;35;1;65;6;1; ;3;5;4;77,3;1,57
5163;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;1;2;1;2;2;1;1;1;2;2;2;3;1;9;61;35;2;59;5;1; ;2;5;3;77,3;1,57
5165;1;1;1; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;1;2;1;1;9;61;35;2;48;4;1; ;1;5;1;77,3;1,57
5168;1;2; ;5;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;1;3;1;2;9;63;35;2;29;2;1; ;1;5;4;77,3;1,57
5169;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;2;2;1;1;2;1;3;3;2;9;62;35;1;37;3;1; ;1;5;3;77,3;1,57
5176;1;1;2; ;1;1; ;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;2;2;1;2;2;2;1;1;2;2;2;3;2;9;63;35;2;58;5;1; ;1;4;3;77,3;1,57
5177;1;2; ;6;2; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;9;63;35;1;73;6;1; ;3;4;5;77,3;1,57
5179;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;98; ;9;61;35;1;70;6;1; ;3;2;4;77,3;1,57
5181;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;1;1;1;2;2;3;3;2;9;63;35;2;55;5;1; ;4;4;3;77,3;1,57
5183;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;2;1;9;63;35;1;32;2;1; ;1;5;3;77,3;1,57
5187;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;3;2;9;63;35;2;32;2;1; ;1;5;3;77,3;1,57
5188;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;2;3;1;9;61;35;2;30;2;1; ;1;5;3;77,3;1,57
5192;1;1;2; ;1;1; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;1;1;3; ;9;61;35;2;71;6;1; ;3;5;4;77,3;1,57
5193;1;1;1; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;9;63;35;2;39;3;1; ;1;5;1;77,3;1,57
5197;1;1;1; ;1;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2; ;9;61;35;2;28;2;1; ;1;5;3;77,3;1,57
5198;1;1;1; ;1;1; ;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;2;1;2;9;63;35;1;35;3;1; ;1;5;1;77,3;1,57
5200;1;1;1; ;1;1; ;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;9;63;35;2;47;4;1; ;1;5;2;77,3;1,57
5201;1;1;1; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;9;61;35;1;30;2;3;192;1;5;1;77,3;1,57
5202;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;3; ;9;59;33;2;66;6;1; ;4;2;4;54,2;,6
5203;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;3; ;9;59;33;2;52;4;1; ;1;4;3;54,2;,6
5204;1;1;1; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;9;59;33;2;70;6;1; ;3;2;5;54,2;,6
5205;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;2;9;59;33;1;40;3;1; ;1;5;3;54,2;,6
5206;1;1;1; ;1;1; ;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;2;1;2;2;2;2;1;2;1;3;1;2;9;59;33;1;53;4;1; ;3;4;4;54,2;,6
5207;1;1;2; ;1;2;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;59;33;2;65;6;1; ;4;2;6;54,2;,6
5209;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;3;2;9;59;33;2;19;1;1; ;5;3;3;54,2;,6
5210;1;1;2; ;1;1; ;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;3;2;9;59;33;2;50;4;1; ;1;5;1;54,2;,6
5211;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;2;1;2;2;2;3;3;2;9;59;33;1;62;5;1; ;3;4;3;54,2;,6
5212;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;1;3;2;9;59;33;2;48;4;1; ;2;3;4;54,2;,6
5213;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;2;1;2;1;2;2;2;1;1;2;1;1;3; ;9;59;33;2;40;3;1; ;1;4;3;54,2;,6
5214;1;1;2; ;1;1; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;9;59;33;1;67;6;1; ;3;3;4;54,2;,6
5215;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;3;2;2;9;59;33;1;34;2;1; ;1;2;3;54,2;,6
5216;1;1;98; ;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;53;31;2;72;6;1; ;3;2;6;49,2;,72
5217;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;49;31;2;70;6;1; ;3;3;6;49,2;,72
5218;1;1;2; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;3;3;3;8;49;31;1;44;3;1; ;2;2;3;49,2;,72
5219;1;1;2; ;1;2;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;1;2;2;2;1;2;2;2;1;2;1;2;7;38;27;1;26;2;1; ;1;4;3;75,7;,68
5220;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;3;2;7;38;27;1;39;3;1; ;2;2;4;75,7;,68
5221;1;1;3; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;1;3;1;7;38;27;1;53;4;1; ;1;3;3;75,7;,68
5222;1;1;2; ;1;1; ;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;7;38;27;1;32;2;1; ;1;5;1;75,7;,68
5223;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;38;27;2;65;6;1; ;3;2;6;75,7;,68
5224;1;1;2; ;1;1; ;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;2;2;3;2; ;7;41;27;2;57;5;1; ;1;3;3;75,7;,68
5225;1;1;1; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;98;3;7;41;27;1;47;4;1; ;1;3;3;75,7;,68
5226;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;7;41;27;1;26;2;1; ;1;4;3;75,7;,68
5227;1;1;98; ;2; ; ;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;7;41;27;2;44;3;1; ;1;5;4;75,7;,68
5229;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;11;11;1;55;5;1; ;2;5;3;66,3;1,01
5230;1;1;1; ;2; ; ;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3; ;3;11;11;2;43;3;3;524;1;2;4;66,3;1,01
5231;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;3;11;11;1;37;3;3;642;1;3;4;66,3;1,01
5233;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;11;11;2;72;6;1; ;3;2;6;66,3;1,01
5234;1;2; ;4;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;98;3;11;11;1;55;5;2; ;1;2;3;66,3;1,01
5235;1;1;2; ;1;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;2;2;3; ;3;11;11;1;51;4;1; ;1;5;4;66,3;1,01
5236;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;98;1;2;2;1;3;11;11;2;35;3;3;250;1;4;2;66,3;1,01
5237;1;1;2; ;1;1; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;1;3; ;3;11;11;2;56;5;1; ;4;4;4;66,3;1,01
5238;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;2;1;2;2;2;2;1;3;11;11;1;34;2;3;250;1;4;3;66,3;1,01
5239;1;1;1; ;1;98; ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;3;11;11;2;45;4;1; ;1;2;4;66,3;1,01
5240;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;11;11;2;70;6;1; ;3;5;4;66,3;1,01
5241;1;1;2; ;1;1; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2; ;3;11;11;1;35;3;1; ;1;5;4;66,3;1,01
5242;1;1;2; ;1;1; ;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;3;1;3;11;11;1;44;3;3;32;1;3;3;66,3;1,01
5243;1;1;2; ;1;98; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;98;98;3;3;11;11;1;46;4;1; ;1;2;4;66,3;1,01
5244;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;11;11;1;67;6;1; ;3;2;6;66,3;1,01
5245;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;3;1;3;11;11;1;32;2;3;356;1;3;4;66,3;1,01
5246;1;1;2; ;1;1; ;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2;1;3;3;11;11;1;44;3;1; ;1;5;1;66,3;1,01
5247;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;3;3;3;11;11;2;49;4;1; ;1;4;4;66,3;1,01
5248;1;1;2; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;3;2;3;11;11;1;43;3;1; ;1;4;4;66,3;1,01
5249;1;1;2; ;1;1; ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2;3;11;11;1;47;4;3;826;1;5;1;66,3;1,01
5250;1;1;95; ;2; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;3; ;3;11;11;1;61;5;1; ;1;5;4;66,3;1,01
5251;1;1;2; ;1;1; ;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;3;2; ;3;11;11;2;45;4;3;380;1;5;2;66,3;1,01
5252;1;1;2; ;1;1; ;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;2;2;1;2;2;1;1;2;2;1;1;3;2;3;11;11;2;31;2;3;642;1;5;2;66,3;1,01
5253;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1; ;3;11;11;1;54;4;1; ;3;4;4;66,3;1,01
5254;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;11;11;2;66;6;1; ;3;2;6;66,3;1,01
5255;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;3;11;11;2;45;4;1; ;2;4;3;66,3;1,01
5256;1;2; ;6;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;11;11;1;51;4;1; ;1;2;6;66,3;1,01
5257;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;11;11;1;50;4;3;156;1;3;6;66,3;1,01
5258;1;1;2; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;1;2;1;1;3;1;3;11;11;2;60;5;1; ;1;3;3;66,3;1,01
5260;1;1;1; ;1;1; ;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;1;1;2;2;2;2;2;1;1;2;2;2;3;2;8;50;31;2;60;5;1; ;3;4;3;49,2;,72
5261;1;1;2; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;1;3;2;8;50;31;1;28;2;1; ;1;4;4;49,2;,72
5262;1;1;98; ;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;8;50;31;1;22;1;1; ;5;4;4;49,2;,72
5263;1;1;1; ;1;1; ;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2;2;1;3;2;8;50;31;2;17;1;1; ;4;2;3;49,2;,72
5264;1;2; ;5;1;1; ;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;25;2;3;586;1;4;2;98,5;,41
5266;1;2; ;5;1;2;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;2;1;2;2;1;2;2;2;1;2;2;1;1;1;1;2;2;1;37;3;1; ;1;4;3;98,5;,41
5267;1;1;1; ;1;1; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;55;5;2; ;2;5;6;98,5;,41
5269;1;2; ;6;2; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;66;6;1; ;3;2;6;98,5;,41
5270;1;1;1; ;2; ; ;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2;2;2;61;5;1; ;1;2;4;98,5;,41
5271;1;2; ;5;2; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ; ;1;2;2;1;61;5;1; ;1;4;5;98,5;,41
5272;1;2; ;4;1;1; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;3; ;1;2;2;1;52;4;1; ;1;4;4;98,5;,41
5273;1;1;1; ;1;1; ;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;1;2;1;1;2;2;1;2;2;2;2;2;3;2;1;2;2;1;25;2;3;380;1;3;1;98,5;,41
5274;1;1;2; ;1;1; ;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;2;2;2;47;4;1; ;1;5;2;98,5;,41
5275;1;1;1; ;1;1; ;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;1;1;2;2;1;2;2;2;2;2;1;1;2;3;2;1;2;2;2;20;1;1; ;5;3;1;98,5;,41
